,Breast(C50)-Male age 0-85+,,,,,,,,age 0-4,,,,,,,,age 5-9,,,,,,,,age 10-14,,,,,,,,age 15-19,,,,,,,,age 20-24,,,,,,,,age 25-29,,,,,,,,age 30-34,,,,,,,,age 35-39,,,,,,,age 40-44,,,,,,,,,age 45-49,,,,,,,age 50-54,,,,,,,,age 55-59,,,,,,,,age 60-64,,,,,,,,age 65-69,,,,,,,,age 70-74,,,,,,,,age 75-79,,,,,,,,age 80-84,,,,,,,,age 85+,,,,,,,,
Continent,Population,Cases,Crude Rate,Std Dev,ASR ,(W),Cumulative Rate,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR(W) ,Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
,,3233,43.30,10.24,37.20,9.470,0.000,,1.00,0.10,0.08,0.10,0.08,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.000,0.000,,1,0.20,0.18,0.20,0.18,0.000,0.001,,3,0.20,0.15,0.20,0.15,0.000,0.000,,19,3.10,2.98,3.10,2.98,0.000,0.014,,21,2.20,1.84,2.20,1.84,0.000,0.007,,55,7.90,6.57,7.90,6.59,0.010,0.033,,111,17.80,12.60,18.80,13.63,0.050,0.070,,158,30.40,21.97,30.40,21.97,0.070,0.113,,265,55.30,31.72,50.70,31.74,0.250,0.161,,302,61,34.95,61.10,34.98,0.250,0.176,,373,102.90,61.86,102.90,61.88,0.460,0.303,,392,153.70,84.40,153.70,84.40,0.790,0.429,,391,183.00,102.66,183.10,105.12,0.930,0.526,,410,288.60,165.35,288.80,165.40,1.460,0.829,,344,148.80,84.97,148.80,84.97,0.720,0.424,,212,132.10,77.93,132.10,77.93,0.620,0.389,,173,313.10,237.67,331.30,250.53,0.00,,
Europe,Austria,305,1.50,0.09,0.80,0.050,.., Austria,0,0.00,0.00,0.00,0.00,0.000,0.000, Austria,0,0.00,0.00,0.00,0.00,0.000,0.000,Austria,0,0.00,0.00,0.00,0.00,0.000,0.000, Austria,0,0.00,0.00,0.00,0.00,0.000,0.000,Austria,0,0.00,0.00,0.00,0.00,0.000,0.000,Austria,1,0.10,0.07,0.10,0.07,0.000,0.000,Austria,0,0.00,0.00,0.00,0.00,0.000,0.000,Austria,3,0.20,0.12,0.20,0.12,0.000,0.001,Austria,7,0.40,0.15,0.40,0.15,0.000,0.001,Austria,9,0.50,0.17,0.50,0.17,0.000,0.001,Austria,22,1.50,0.31,1.50,0.31,0.010,0.002,Austria,29,2.40,0.44,2.40,0.44,0.010,0.002, Austria,38,3.40,0.55,3.40,0.55,0.020,0.003,Austria,52,5.00,0.69,5.00,0.69,0.030,0.003,Austria,59,7.20,0.93,7.20,0.93,0.040,0.005,Austria,41,7.30,1.14,7.30,1.14,0.040,0.006,Austria,24,6.10,1.24,6.10,1.24,0.030,0.006,Austria,20,8.20,1.83,8.20,1.83,..,,
Europe,Belarus,148,0.70,0.06,0.50,0.040,..,*Belarus,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belarus,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belarus,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belarus,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belarus,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belarus,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belarus,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belarus,4,0.20,0.12,0.20,0.12,0.000,0.001,*Belarus,6,0.40,0.15,0.40,0.15,0.000,0.001,*Belarus,11,0.60,0.19,0.60,0.19,0.000,0.001,*Belarus,14,0.80,0.21,0.80,0.21,0.000,0.001,*Belarus,20,1.40,0.32,1.40,0.32,0.010,0.002,*Belarus,17,1.70,0.41,1.70,0.41,0.010,0.002,*Belarus,18,2.80,0.66,2.80,0.66,0.010,0.003,*Belarus,22,3.20,0.69,3.20,0.69,0.020,0.003,*Belarus,20,4.50,1.01,4.50,1.01,0.020,0.005,*Belarus,10,3.80,1.21,3.80,1.21,0.020,0.006,*Belarus,6,5.90,2.42,5.90,2.42,..,,
Europe,Belgium,426,1.60,0.08,0.90,0.040,..,*Belgium,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belgium,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belgium,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belgium,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belgium,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belgium,0,0.00,0.00,0.00,0.00,0.000,0.000,*Belgium,2,0.10,0.08,0.10,0.08,0.000,0.000,*Belgium,3,0.20,0.09,0.20,0.09,0.000,0.000,*Belgium,10,0.50,0.16,0.50,0.16,0.000,0.001,*Belgium,22,1.10,0.23,1.10,0.23,0.010,0.001,*Belgium,30,1.60,0.29,1.60,0.29,0.010,0.001,*Belgium,49,2.80,0.41,2.80,0.41,0.010,0.002,*Belgium,56,3.60,0.49,3.60,0.49,0.020,0.002,*Belgium,52,4.60,0.63,4.60,0.63,0.020,0.003,*Belgium,67,6.60,0.80,6.60,0.80,0.030,0.004,*Belgium,48,5.60,0.81,5.60,0.81,0.030,0.004,*Belgium,57,10.10,1.34,10.10,1.34,0.050,0.007,*Belgium,30,8.70,1.58,8.70,1.58,..,,
Europe,Bulgaria,232,1.30,0.08,0.70,0.050,.., Bulgaria,0,0.00,0.00,0.00,0.00,0.000,0.000, Bulgaria,0,0.00,0.00,0.00,0.00,0.000,0.000, Bulgaria,0,0.00,0.00,0.00,0.00,0.000,0.000, Bulgaria,0,0.00,0.00,0.00,0.00,0.000,0.000, Bulgaria,2,0.20,0.11,0.20,0.11,0.000,0.001, Bulgaria,1,0.10,0.07,0.10,0.07,0.000,0.000, Bulgaria,1,0.10,0.07,0.10,0.07,0.000,0.000, Bulgaria,3,0.20,0.12,0.20,0.12,0.000,0.001, Bulgaria,10,0.80,0.24,0.80,0.24,0.000,0.001, Bulgaria,7,0.60,0.21,0.60,0.21,0.000,0.001, Bulgaria,19,1.50,0.34,1.50,0.34,0.010,0.002, Bulgaria,23,1.80,0.38,1.80,0.38,0.010,0.002, Bulgaria,37,3.20,0.52,3.20,0.52,0.020,0.003, Bulgaria,24,2.70,0.55,2.70,0.55,0.010,0.003, Bulgaria,31,4.30,0.77,4.30,0.77,0.020,0.004, Bulgaria,35,5.90,1.00,5.90,1.00,0.030,0.005, Bulgaria,27,7.70,1.48,7.70,1.48,0.040,0.007, Bulgaria,12,6.80,1.95,6.80,1.95,..,,
Europe,Croatia,143,1.40,0.11,0.80,0.070,.., Croatia,0,0.00,0.00,0.00,0.00,0.000,0.000, Croatia,0,0.00,0.00,0.00,0.00,0.000,0.000, Croatia,0,0.00,0.00,0.00,0.00,0.000,0.000, Croatia,0,0.00,0.00,0.00,0.00,0.000,0.000, Croatia,1,0.10,0.14,0.10,0.14,0.000,0.001, Croatia,0,0.00,0.00,0.00,0.00,0.000,0.000, Croatia,1,0.10,0.13,0.10,0.13,0.000,0.001, Croatia,1,0.10,0.14,0.10,0.14,0.000,0.001, Croatia,5,0.70,0.30,0.70,0.30,0.000,0.001, Croatia,6,0.80,0.31,0.80,0.31,0.000,0.002, Croatia,12,1.50,0.43,1.50,0.43,0.010,0.002, Croatia,15,2.00,0.50,2.00,0.50,0.010,0.003, Croatia,21,3.50,0.76,3.50,0.76,0.020,0.004, Croatia,19,4.00,0.92,4.00,0.92,0.020,0.005, Croatia,18,4.10,0.95,4.10,0.95,0.020,0.005, Croatia,21,6.40,1.40,6.40,1.40,0.030,0.007, Croatia,18,10.60,2.49,10.60,2.49,0.050,0.012, Croatia,5,6.90,3.08,6.90,3.08,..,,
Europe,Cyprus,27,1.30,0.25,0.90,0.170,.., Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,1,0.70,0.73,0.70,0.73,0.000,0.004, Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,1,0.70,0.73,0.70,0.73,0.000,0.004, Cyprus,3,2.20,1.29,2.20,1.29,0.010,0.006, Cyprus,4,3.40,1.68,3.40,1.68,0.020,0.008, Cyprus,5,4.60,2.06,4.60,2.06,0.020,0.010, Cyprus,2,2.40,1.72,2.40,1.72,0.010,0.009, Cyprus,3,4.50,2.60,4.50,2.60,0.020,0.013, Cyprus,6,13.20,5.38,13.20,5.38,0.070,0.027, Cyprus,0,0.00,0.00,0.00,0.00,0.000,0.000, Cyprus,2,9.80,6.91,9.80,6.91,..,,
Europe,Czech Republic,265,1.00,0.06,0.60,0.040,.., Czech Republic,0,0.00,0.00,0.00,0.00,0.000,0.000, Czech Republic,0,0.00,0.00,0.00,0.00,0.000,0.000, Czech Republic,0,0.00,0.00,0.00,0.00,0.000,0.000, Czech Republic,0,0.00,0.00,0.00,0.00,0.000,0.000, Czech Republic,1,0.10,0.06,0.10,0.06,0.000,0.000, Czech Republic,1,0.10,0.05,0.10,0.05,0.000,0.000, Czech Republic,1,0.00,0.04,0.00,0.04,0.000,0.000, Czech Republic,2,0.10,0.06,0.10,0.06,0.000,0.000, Czech Republic,5,0.30,0.12,0.30,0.12,0.000,0.001, Czech Republic,9,0.50,0.17,0.50,0.17,0.000,0.001, Czech Republic,10,0.60,0.18,0.60,0.18,0.000,0.001, Czech Republic,27,1.50,0.28,1.50,0.28,0.010,0.001, Czech Republic,45,2.60,0.39,2.60,0.39,0.010,0.002, Czech Republic,44,3.50,0.53,3.50,0.53,0.020,0.003, Czech Republic,41,5.00,0.79,5.00,0.79,0.030,0.004, Czech Republic,36,5.90,0.98,5.90,0.98,0.030,0.005, Czech Republic,28,7.10,1.35,7.10,1.35,0.040,0.007, Czech Republic,15,7.30,1.88,7.30,1.88,..,,
Europe,Denmark,154,1.10,0.09,0.60,0.050,.., Denmark,0,0.00,0.00,0.00,0.00,0.000,0.000, Denmark,0,0.00,0.00,0.00,0.00,0.000,0.000, Denmark,0,0.00,0.00,0.00,0.00,0.000,0.000, Denmark,0,0.00,0.00,0.00,0.00,0.000,0.000, Denmark,0,0.00,0.00,0.00,0.00,0.000,0.000, Denmark,0,0.00,0.00,0.00,0.00,0.000,0.000, Denmark,2,0.20,0.16,0.20,0.16,0.000,0.001, Denmark,1,0.10,0.10,0.10,0.10,0.000,0.001, Denmark,2,0.20,0.14,0.20,0.14,0.000,0.001, Denmark,2,0.20,0.14,0.20,0.14,0.000,0.001, Denmark,8,0.90,0.31,0.90,0.31,0.000,0.002, Denmark,12,1.40,0.40,1.40,0.40,0.010,0.002, Denmark,18,2.00,0.47,2.00,0.47,0.010,0.002, Denmark,34,4.50,0.77,4.50,0.77,0.020,0.004, Denmark,24,4.60,0.94,4.60,0.94,0.020,0.005, Denmark,20,5.50,1.24,5.50,1.24,0.030,0.006, Denmark,16,6.70,1.68,6.70,1.68,0.030,0.008, Denmark,15,8.80,2.27,8.80,2.27,..,,
Europe,Estonia,24,0.80,0.16,0.50,0.100,.., Estonia,0,0.00,0.00,0.00,0.00,0.000,0.000, Estonia,0,0.00,0.00,0.00,0.00,0.000,0.000, Estonia,0,0.00,0.00,0.00,0.00,0.000,0.000, Estonia,0,0.00,0.00,0.00,0.00,0.000,0.000, Estonia,0,0.00,0.00,0.00,0.00,0.000,0.000, Estonia,0,0.00,0.00,0.00,0.00,0.000,0.000, Estonia,0,0.00,0.00,0.00,0.00,0.000,0.000, Estonia,0,0.00,0.00,0.00,0.00,0.000,0.000, Estonia,1,0.50,0.46,0.50,0.46,0.000,0.002, Estonia,2,0.90,0.64,0.90,0.64,0.000,0.003, Estonia,2,0.90,0.65,0.90,0.65,0.000,0.003, Estonia,2,1.00,0.72,1.00,0.72,0.010,0.004, Estonia,2,1.20,0.87,1.20,0.87,0.010,0.004, Estonia,5,3.90,1.76,3.90,1.76,0.020,0.009, Estonia,5,4.30,1.94,4.30,1.94,0.020,0.010, Estonia,3,3.80,2.22,3.80,2.22,0.020,0.011, Estonia,2,4.30,3.06,4.30,3.06,0.020,0.015, Estonia,0,0.00,0.00,0.00,0.00,..,,
Europe,"France, Bas-Rhin",23,1.10,0.22,0.60,0.130,..,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",1,0.70,0.70,0.70,0.70,0.000,0.003,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",3,1.90,1.09,1.90,1.09,0.010,0.005,"*France, Bas-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Bas-Rhin",3,2.10,1.21,2.10,1.21,0.010,0.006,"*France, Bas-Rhin",2,1.70,1.20,1.70,1.20,0.010,0.006,"*France, Bas-Rhin",1,1.20,1.20,1.20,1.20,0.010,0.006,"*France, Bas-Rhin",3,4.10,2.38,4.10,2.38,0.020,0.012,"*France, Bas-Rhin",5,8.60,3.83,8.60,3.83,0.040,0.019,"*France, Bas-Rhin",3,8.10,4.66,8.10,4.66,0.040,0.023,"*France, Bas-Rhin",2,8.60,6.08,8.60,6.08,..,,
Europe,"France, Calvados",18,1.10,0.26,0.60,0.140,..,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Calvados",1,0.90,0.90,0.90,0.90,0.000,0.005,"*France, Calvados",1,0.90,0.89,0.90,0.89,0.000,0.004,"*France, Calvados",1,0.90,0.88,0.90,0.88,0.000,0.004,"*France, Calvados",3,2.90,1.69,2.90,1.69,0.010,0.008,"*France, Calvados",2,3.00,2.12,3.00,2.12,0.010,0.011,"*France, Calvados",3,5.30,3.03,5.30,3.03,0.030,0.015,"*France, Calvados",1,2.00,2.02,2.00,2.02,0.010,0.010,"*France, Calvados",6,16.90,6.90,16.90,6.90,0.080,0.035,"*France, Calvados",0,0.00,0.00,0.00,0.00,..,,
Europe,"France, Doubs",16,1.20,0.31,0.70,0.190,..,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",1,1.10,1.12,1.10,1.12,0.010,0.006,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Doubs",4,4.90,2.46,4.90,2.46,0.020,0.012,"*France, Doubs",2,2.60,1.83,2.60,1.83,0.010,0.009,"*France, Doubs",2,3.70,2.65,3.70,2.65,0.020,0.013,"*France, Doubs",4,8.90,4.47,8.90,4.47,0.040,0.022,"*France, Doubs",2,5.30,3.72,5.30,3.72,0.030,0.019,"*France, Doubs",1,3.80,3.82,3.80,3.82,0.020,0.019,"*France, Doubs",0,0.00,0.00,0.00,0.00,..,,
Europe,"France, Gironde",52,1.50,0.21,0.80,0.120,..,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Gironde",3,1.20,0.71,1.20,0.71,0.010,0.004,"*France, Gironde",5,2.20,0.96,2.20,0.96,0.010,0.005,"*France, Gironde",6,2.60,1.08,2.60,1.08,0.010,0.005,"*France, Gironde",7,3.30,1.24,3.30,1.24,0.020,0.006,"*France, Gironde",4,2.80,1.41,2.80,1.41,0.010,0.007,"*France, Gironde",11,9.60,2.89,9.60,2.89,0.050,0.014,"*France, Gironde",6,5.90,2.41,5.90,2.41,0.030,0.012,"*France, Gironde",10,13.20,4.17,13.20,4.17,0.070,0.021,"*France, Gironde",0,0.00,0.00,0.00,0.00,..,,
Europe,"*France, Haut-Rhin",28,1.50,0.29,0.80,0.160,..,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",1,0.70,0.71,0.70,0.71,0.000,0.004,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Haut-Rhin",3,2.30,1.31,2.30,1.31,0.010,0.007,"*France, Haut-Rhin",3,2.40,1.37,2.40,1.37,0.010,0.007,"*France, Haut-Rhin",4,3.70,1.83,3.70,1.83,0.020,0.009,"*France, Haut-Rhin",2,2.60,1.82,2.60,1.82,0.010,0.009,"*France, Haut-Rhin",7,10.70,4.04,10.70,4.04,0.050,0.020,"*France, Haut-Rhin",7,12.80,4.84,12.80,4.84,0.060,0.024,"*France, Haut-Rhin",1,2.80,2.79,2.80,2.79,0.010,0.014,"*France, Haut-Rhin",0,0.00,0.00,0.00,0.00,..,,
Europe,"*France, Herault",41,1.60,0.26,0.70,0.120,..,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Herault",1,0.60,0.61,0.60,0.61,0.000,0.003,"*France, Herault",1,0.60,0.64,0.60,0.64,0.000,0.003,"*France, Herault",4,2.60,1.28,2.60,1.28,0.010,0.006,"*France, Herault",5,3.10,1.40,3.10,1.40,0.020,0.007,"*France, Herault",3,2.50,1.45,2.50,1.45,0.010,0.007,"*France, Herault",6,6.20,2.52,6.20,2.52,0.030,0.013,"*France, Herault",6,7.20,2.92,7.20,2.92,0.040,0.015,"*France, Herault",12,19.10,5.52,19.10,5.52,0.100,0.028,"*France, Herault",3,6.50,3.75,6.50,3.75,..,,
Europe,"*France, Isere",39,1.30,0.21,0.80,0.130,..,"*France, Isere",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Isere",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Isere",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Isere",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Isere",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Isere",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Isere",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Isere",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Isere",1,0.50,0.46,0.50,0.46,0.000,0.002,"*France, Isere",4,1.90,0.96,1.90,0.96,0.010,0.005,"*France, Isere",2,1.00,0.73,1.00,0.73,0.010,0.004,"*France, Isere",2,1.10,0.78,1.10,0.78,0.010,0.004,"*France, Isere",7,4.20,1.59,4.20,1.59,0.020,0.008,"*France, Isere",7,5.80,2.20,5.80,2.20,0.030,0.011,"*France, Isere",3,3.10,1.78,3.10,1.78,0.020,0.009,"*France, Isere",7,8.60,3.27,8.60,3.27,0.040,0.016,"*France, Isere",4,7.10,3.56,7.10,3.56,0.040,0.018,"*France, Isere",2,5.10,3.62,5.10,3.62,..,,
Europe,"*France, Lille",33,1.70,0.30,1.30,0.240,..,"*France, Lille",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Lille",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Lille",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Lille",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Lille",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Lille",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Lille",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Lille",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Lille",1,0.80,0.77,0.80,0.77,0.000,0.004,"*France, Lille",2,1.60,1.15,1.60,1.15,0.010,0.006,"*France, Lille",2,1.80,1.26,1.80,1.26,0.010,0.006,"*France, Lille",1,1.00,0.97,1.00,0.97,0.000,0.005,"*France, Lille",6,6.70,2.75,6.70,2.75,0.030,0.014,"*France, Lille",4,7.50,3.77,7.50,3.77,0.040,0.019,"*France, Lille",6,13.50,5.51,13.50,5.51,0.070,0.028,"*France, Lille",2,5.30,3.75,5.30,3.75,0.030,0.019,"*France, Lille",5,19.50,8.71,19.50,8.71,0.100,0.044,"*France, Lille",4,22.90,11.47,22.90,11.47,..,,
Europe,"*France, Limousin",11,1.50,0.46,0.60,0.190,..,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Limousin",1,1.90,1.94,1.90,1.94,0.010,0.010,"*France, Limousin",1,1.90,1.92,1.90,1.92,0.010,0.010,"*France, Limousin",2,5.70,4.05,5.70,4.05,0.030,0.020,"*France, Limousin",1,3.40,3.37,3.40,3.37,0.020,0.017,"*France, Limousin",1,3.50,3.49,3.50,3.49,0.020,0.017,"*France, Limousin",3,14.20,8.17,14.20,8.17,0.070,0.041,"*France, Limousin",2,11.50,8.11,11.50,8.11,..,,
Europe,"*France, Loire-Atlantique",40,1.30,0.20,0.80,0.120,..,"*France, Loire-Atlantique",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Loire-Atlantique",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Loire-Atlantique",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Loire-Atlantique",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Loire-Atlantique",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Loire-Atlantique",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Loire-Atlantique",0,0.00,0.00,0.00,0.00,0.000,0.000,"*France, Loire-Atlantique",1,0.40,0.44,0.40,0.44,0.000,0.002,"*France, Loire-Atlantique",1,0.40,0.45,0.40,0.45,0.000,0.002,"*France, Loire-Atlantique",1,0.50,0.46,0.50,0.46,0.000,0.002,"*France, Loire-Atlantique",2,1.00,0.69,1.00,0.69,0.000,0.003,"*France, Loire-Atlantique",7,3.50,1.34,3.50,1.34,0.020,0.007,"*France, Loire-Atlantique",7,3.90,1.47,3.90,1.47,0.020,0.007,"*France, Loire-Atlantique",4,3.50,1.73,3.50,1.73,0.020,0.009,"*France, Loire-Atlantique",3,3.00,1.76,3.00,1.76,0.020,0.009,"*France, Loire-Atlantique",9,10.70,3.55,10.70,3.55,0.050,0.018,"*France, Loire-Atlantique",1,1.70,1.68,1.70,1.68,0.010,0.008,"*France, Loire-Atlantique",4,9.60,4.79,9.60,4.79,..,,
