,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,"  USA, Michigan, Detroit: White (1983-1987)",9779,131,91.4,..,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",4,0.7,0.7,0,"  USA, Michigan, Detroit: White (1983-1987)",59,8.7,8.7,0.04,"  USA, Michigan, Detroit: White (1983-1987)",162,26.7,26.7,0.13,"  USA, Michigan, Detroit: White (1983-1987)",372,69,69,0.34,"  USA, Michigan, Detroit: White (1983-1987)",592,130.1,130.1,0.65,"  USA, Michigan, Detroit: White (1983-1987)",718,187.3,187.3,0.94,"  USA, Michigan, Detroit: White (1983-1987)",887,231.5,231.5,1.16,"  USA, Michigan, Detroit: White (1983-1987)",1158,280.2,280.2,1.4,"  USA, Michigan, Detroit: White (1983-1987)",1359,351.8,351.8,1.76,"  USA, Michigan, Detroit: White (1983-1987)",1346,387.8,387.8,1.94,"  USA, Michigan, Detroit: White (1983-1987)",1155,434.7,434.7,2.17,"  USA, Michigan, Detroit: White (1983-1987)",886,446,446,2.23,"  USA, Michigan, Detroit: White (1983-1987)",604,450.2,450.2,2.25,"  USA, Michigan, Detroit: White (1983-1987)",477,402.8,402.8,..,
North America,"  USA, New Mexico (1983-1987)",2906,78.6,67.5,..,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",3,0.9,0.9,0,"  USA, New Mexico (1983-1987)",20,6,6,0.03,"  USA, New Mexico (1983-1987)",71,22.2,22.2,0.11,"  USA, New Mexico (1983-1987)",132,48.9,48.9,0.24,"  USA, New Mexico (1983-1987)",228,110.3,110.3,0.55,"  USA, New Mexico (1983-1987)",267,152.9,152.9,0.76,"  USA, New Mexico (1983-1987)",276,168.3,168.3,0.84,"  USA, New Mexico (1983-1987)",304,187.3,187.3,0.94,"  USA, New Mexico (1983-1987)",344,219.6,219.6,1.1,"  USA, New Mexico (1983-1987)",388,303.3,303.3,1.52,"  USA, New Mexico (1983-1987)",326,314,314,1.57,"  USA, New Mexico (1983-1987)",261,337,337,1.69,"  USA, New Mexico (1983-1987)",153,335.5,335.5,1.68,"  USA, New Mexico (1983-1987)",133,360.6,360.6,..,
North America,"  USA, New York City (1983-1987)",20922,107.9,72.1,..,"  USA, New York City (1983-1987)",0,0,0,0,"  USA, New York City (1983-1987)",0,0,0,0,"  USA, New York City (1983-1987)",2,0.2,0.2,0,"  USA, New York City (1983-1987)",3,0.2,0.2,0,"  USA, New York City (1983-1987)",25,1.5,1.5,0.01,"  USA, New York City (1983-1987)",146,8.2,8.2,0.04,"  USA, New York City (1983-1987)",432,25.7,25.7,0.13,"  USA, New York City (1983-1987)",868,60.3,60.3,0.3,"  USA, New York City (1983-1987)",1300,107.7,107.7,0.54,"  USA, New York City (1983-1987)",1624,161.6,161.7,0.81,"  USA, New York City (1983-1987)",1789,179.9,179.9,0.9,"  USA, New York City (1983-1987)",2341,224.9,225,1.12,"  USA, New York City (1983-1987)",2539,255.7,255.7,1.28,"  USA, New York City (1983-1987)",2599,285.5,285.6,1.43,"  USA, New York City (1983-1987)",2453,322.8,322.9,1.61,"  USA, New York City (1983-1987)",2122,318.3,318.4,1.59,"  USA, New York City (1983-1987)",1536,353.2,353.3,1.77,"  USA, New York City (1983-1987)",1138,346.4,346.5,..,
North America,"  USA, New York State (Less City) (1983-1987)",32543,119.9,82.6,..,"  USA, New York State (Less City) (1983-1987)",0,0,0,0,"  USA, New York State (Less City) (1983-1987)",0,0,0,0,"  USA, New York State (Less City) (1983-1987)",2,0.1,0.1,0,"  USA, New York State (Less City) (1983-1987)",5,0.2,0.2,0,"  USA, New York State (Less City) (1983-1987)",25,1.1,1.1,0.01,"  USA, New York State (Less City) (1983-1987)",171,8,8,0.04,"  USA, New York State (Less City) (1983-1987)",547,26.1,26.1,0.13,"  USA, New York State (Less City) (1983-1987)",1259,63.8,63.8,0.32,"  USA, New York State (Less City) (1983-1987)",1980,116.4,116.4,0.58,"  USA, New York State (Less City) (1983-1987)",2461,173.8,173.8,0.87,"  USA, New York State (Less City) (1983-1987)",2835,207.4,207.4,1.04,"  USA, New York State (Less City) (1983-1987)",3733,258.8,258.8,1.29,"  USA, New York State (Less City) (1983-1987)",4265,306.8,306.8,1.53,"  USA, New York State (Less City) (1983-1987)",4188,343.1,343.1,1.72,"  USA, New York State (Less City) (1983-1987)",3820,393.1,393.1,1.97,"  USA, New York State (Less City) (1983-1987)",2971,395.6,395.6,1.98,"  USA, New York State (Less City) (1983-1987)",2239,396.2,396.2,1.98,"  USA, New York State (Less City) (1983-1987)",2042,389.9,389.9,..,
North America,"  USA, Utah (1983-1987)",3011,72.1,75.4,..,"  USA, Utah (1983-1987)",0,0,0,0,"  USA, Utah (1983-1987)",0,0,0,0,"  USA, Utah (1983-1987)",0,0,0,0,"  USA, Utah (1983-1987)",2,0.6,0.6,0,"  USA, Utah (1983-1987)",3,0.7,0.7,0,"  USA, Utah (1983-1987)",29,7.9,7.9,0.04,"  USA, Utah (1983-1987)",81,24.9,24.9,0.12,"  USA, Utah (1983-1987)",157,58.1,58.1,0.29,"  USA, Utah (1983-1987)",201,95.9,95.9,0.48,"  USA, Utah (1983-1987)",266,159.5,159.5,0.8,"  USA, Utah (1983-1987)",253,177.8,177.8,0.89,"  USA, Utah (1983-1987)",346,248.2,248.2,1.24,"  USA, Utah (1983-1987)",373,277.4,277.4,1.39,"  USA, Utah (1983-1987)",417,356.1,356.1,1.78,"  USA, Utah (1983-1987)",301,315.8,315.8,1.58,"  USA, Utah (1983-1987)",261,356.2,356.2,1.78,"  USA, Utah (1983-1987)",177,374,374,1.87,"  USA, Utah (1983-1987)",144,396.3,396.3,..,
North America,"  USA, Washington, Seattle (1983-1987)",8976,121,94.2,..,"  USA, Washington, Seattle (1983-1987)",0,0,0,0,"  USA, Washington, Seattle (1983-1987)",0,0,0,0,"  USA, Washington, Seattle (1983-1987)",0,0,0,0,"  USA, Washington, Seattle (1983-1987)",0,0,0,0,"  USA, Washington, Seattle (1983-1987)",9,1.4,1.4,0.01,"  USA, Washington, Seattle (1983-1987)",55,7.6,7.6,0.04,"  USA, Washington, Seattle (1983-1987)",184,26.2,26.2,0.13,"  USA, Washington, Seattle (1983-1987)",435,71.5,71.5,0.36,"  USA, Washington, Seattle (1983-1987)",614,135.3,135.3,0.68,"  USA, Washington, Seattle (1983-1987)",661,189.5,189.5,0.95,"  USA, Washington, Seattle (1983-1987)",728,238.2,238.2,1.19,"  USA, Washington, Seattle (1983-1987)",914,278.8,278.8,1.39,"  USA, Washington, Seattle (1983-1987)",1147,352.1,352.1,1.76,"  USA, Washington, Seattle (1983-1987)",1251,422.5,422.5,2.11,"  USA, Washington, Seattle (1983-1987)",1121,463.2,463.2,2.32,"  USA, Washington, Seattle (1983-1987)",861,480.7,480.7,2.4,"  USA, Washington, Seattle (1983-1987)",549,454.9,454.9,2.27,"  USA, Washington, Seattle (1983-1987)",447,384.2,384.2,..,
,,199638,2535.8,2054.9,0,0,1,0.2,0.2,0,0,0,0,0,0,0,6,0.3,0.3,0,0,18,1.2,1.2,0,0,185,34.1,34.1,0.16,0,1331,235.1,235.1,1.16,0,4141,818.9,818.9,4.12,0,8647,1762.7,1762.7,8.79,0,13081,3074.4,3074.5,15.39,0,15839,4467.2,4467.3,22.34,0,17641,4944,4944.1,24.72,0,22381,6256.1,6256.3,31.29,0,25656,7322.8,7322.9,36.64,0,25356,8462.7,8462.9,42.33,0,23000,9351.7,9351.9,46.78,0,18621,9859.5,9859.8,49.32,0,12679,9822.1,9822.3,49.12,0,11026,9346.9,9347.1,0,
Asia,"China, Hong Kong (1983-1987)",4457,33.7,32.3,..,"China, Hong Kong (1983-1987)",0,0,0,0,"China, Hong Kong (1983-1987)",0,0,0,0,"China, Hong Kong (1983-1987)",1,0.1,0.1,0,"China, Hong Kong (1983-1987)",4,0.3,0.4,0,"China, Hong Kong (1983-1987)",21,1.5,1.5,0.01,"China, Hong Kong (1983-1987)",98,6.8,6.8,0.03,"China, Hong Kong (1983-1987)",193,16.4,16.5,0.08,"China, Hong Kong (1983-1987)",346,38.8,38.9,0.19,"China, Hong Kong (1983-1987)",364,64.7,64.9,0.32,"China, Hong Kong (1983-1987)",479,80.1,80.3,0.4,"China, Hong Kong (1983-1987)",469,74.1,74.2,0.37,"China, Hong Kong (1983-1987)",500,83.6,83.7,0.42,"China, Hong Kong (1983-1987)",496,95.4,95.6,0.48,"China, Hong Kong (1983-1987)",494,117,117.2,0.59,"China, Hong Kong (1983-1987)",426,129.1,129.3,0.65,"China, Hong Kong (1983-1987)",278,129.8,130.1,0.65,"China, Hong Kong (1983-1987)",170,128.5,128.7,0.64,"China, Hong Kong (1983-1987)",110,125.9,126.1,..,
Asia,"  China, Qidong County (1983-1987)",265,9.3,9.5,..,"  China, Qidong County (1983-1987)",0,0,0,0,"  China, Qidong County (1983-1987)",0,0,0,0,"  China, Qidong County (1983-1987)",0,0,0,0,"  China, Qidong County (1983-1987)",0,0,0,0,"  China, Qidong County (1983-1987)",0,0,0,0,"  China, Qidong County (1983-1987)",4,1.4,1.4,0.01,"  China, Qidong County (1983-1987)",24,10.1,10.1,0.05,"  China, Qidong County (1983-1987)",33,20.1,20.1,0.1,"  China, Qidong County (1983-1987)",36,23.3,23.3,0.12,"  China, Qidong County (1983-1987)",41,28.4,28.4,0.14,"  China, Qidong County (1983-1987)",39,29.2,29.2,0.15,"  China, Qidong County (1983-1987)",23,21.9,21.9,0.11,"  China, Qidong County (1983-1987)",26,25.9,25.9,0.13,"  China, Qidong County (1983-1987)",9,11.7,11.7,0.06,"  China, Qidong County (1983-1987)",17,25,25,0.12,"  China, Qidong County (1983-1987)",8,17,17,0.09,"  China, Qidong County (1983-1987)",5,17.3,17.3,0.09,"  China, Qidong County (1983-1987)",0,0,0,..,
Asia,"  China, Shanghai (1983-1987)",4269,26.4,21.2,..,"  China, Shanghai (1983-1987)",0,0,0,0,"  China, Shanghai (1983-1987)",0,0,0,0,"  China, Shanghai (1983-1987)",0,0,0,0,"  China, Shanghai (1983-1987)",2,0.2,0.2,0,"  China, Shanghai (1983-1987)",10,0.6,0.6,0,"  China, Shanghai (1983-1987)",77,3.5,3.5,0.02,"  China, Shanghai (1983-1987)",202,12.1,12.1,0.06,"  China, Shanghai (1983-1987)",314,30,30,0.15,"  China, Shanghai (1983-1987)",425,59,59,0.29,"  China, Shanghai (1983-1987)",432,47.4,47.4,0.24,"  China, Shanghai (1983-1987)",644,54.1,54.1,0.27,"  China, Shanghai (1983-1987)",525,50,50,0.25,"  China, Shanghai (1983-1987)",561,64.2,64.2,0.32,"  China, Shanghai (1983-1987)",422,64.9,64.9,0.32,"  China, Shanghai (1983-1987)",315,70.5,70.5,0.35,"  China, Shanghai (1983-1987)",189,65.4,65.4,0.33,"  China, Shanghai (1983-1987)",113,73.3,73.3,0.37,"  China, Shanghai (1983-1987)",38,53,53,..,
Asia,"  China, Tianjin (1983-1987)",1925,23.6,21.5,..,"  China, Tianjin (1983-1987)",1,0.2,0.2,0,"  China, Tianjin (1983-1987)",0,0,0,0,"  China, Tianjin (1983-1987)",0,0,0,0,"  China, Tianjin (1983-1987)",0,0,0,0,"  China, Tianjin (1983-1987)",7,0.8,0.8,0,"  China, Tianjin (1983-1987)",43,4,4,0.02,"  China, Tianjin (1983-1987)",128,14.3,14.3,0.07,"  China, Tianjin (1983-1987)",158,29.2,29.2,0.15,"  China, Tianjin (1983-1987)",220,51.2,51.2,0.26,"  China, Tianjin (1983-1987)",268,54.6,54.6,0.27,"  China, Tianjin (1983-1987)",272,51,51,0.26,"  China, Tianjin (1983-1987)",246,55.6,55.6,0.28,"  China, Tianjin (1983-1987)",203,62.8,62.8,0.31,"  China, Tianjin (1983-1987)",147,67.4,67.4,0.34,"  China, Tianjin (1983-1987)",123,78.8,78.8,0.39,"  China, Tianjin (1983-1987)",71,72,72,0.36,"  China, Tianjin (1983-1987)",22,43.1,43.1,0.22,"  China, Tianjin (1983-1987)",16,67.9,67.9,..,
Asia,"  India, Ahmedabad (1983-1987)",1023,14.7,22.7,..,"  India, Ahmedabad (1983-1987)",0,0,0,0,"  India, Ahmedabad (1983-1987)",0,0,0,0,"  India, Ahmedabad (1983-1987)",0,0,0,0,"  India, Ahmedabad (1983-1987)",3,0.4,0.4,0,"  India, Ahmedabad (1983-1987)",8,0.9,0.9,0,"  India, Ahmedabad (1983-1987)",34,5,5,0.02,"  India, Ahmedabad (1983-1987)",68,13.3,13.3,0.07,"  India, Ahmedabad (1983-1987)",82,19.2,19.2,0.1,"  India, Ahmedabad (1983-1987)",138,40.3,40.3,0.2,"  India, Ahmedabad (1983-1987)",182,62.5,62.5,0.31,"  India, Ahmedabad (1983-1987)",158,69.4,69.4,0.35,"  India, Ahmedabad (1983-1987)",105,67.9,67.9,0.34,"  India, Ahmedabad (1983-1987)",101,75.2,75.2,0.38,"  India, Ahmedabad (1983-1987)",51,65.4,65.4,0.33,"  India, Ahmedabad (1983-1987)",48,72.6,72.6,0.36,"  India, Ahmedabad (1983-1987)",22,83.1,83.1,0.42,"  India, Ahmedabad (1983-1987)",16,..,..,..,"  India, Ahmedabad (1983-1987)",7,..,..,..,
Asia,"  India, Bangalore (1983-1987)",925,11.6,18.2,..,"  India, Bangalore (1983-1987)",0,0,0,0,"  India, Bangalore (1983-1987)",1,0.1,0.1,0,"  India, Bangalore (1983-1987)",0,0,0,0,"  India, Bangalore (1983-1987)",2,0.2,0.2,0,"  India, Bangalore (1983-1987)",8,0.9,0.9,0,"  India, Bangalore (1983-1987)",45,5.6,5.6,0.03,"  India, Bangalore (1983-1987)",57,10.3,10.3,0.05,"  India, Bangalore (1983-1987)",116,24.3,24.4,0.12,"  India, Bangalore (1983-1987)",109,33,33,0.17,"  India, Bangalore (1983-1987)",124,42.3,42.4,0.21,"  India, Bangalore (1983-1987)",137,56.1,56.2,0.28,"  India, Bangalore (1983-1987)",107,68.2,68.3,0.34,"  India, Bangalore (1983-1987)",93,53,53,0.27,"  India, Bangalore (1983-1987)",52,53.3,53.4,0.27,"  India, Bangalore (1983-1987)",40,49.9,50,0.25,"  India, Bangalore (1983-1987)",33,..,..,..,"  India, Bangalore (1983-1987)",0,..,..,..,"  India, Bangalore (1983-1987)",0,..,..,..,
Asia,"  India, Chennai (Madras) (1983-1987)",1204,14.3,19.9,..,"  India, Chennai (Madras) (1983-1987)",0,0,0,0,"  India, Chennai (Madras) (1983-1987)",0,0,0,0,"  India, Chennai (Madras) (1983-1987)",1,0.1,0.1,0,"  India, Chennai (Madras) (1983-1987)",1,0.1,0.1,0,"  India, Chennai (Madras) (1983-1987)",14,1.5,1.5,0.01,"  India, Chennai (Madras) (1983-1987)",39,4.8,4.8,0.02,"  India, Chennai (Madras) (1983-1987)",54,9.3,9.3,0.05,"  India, Chennai (Madras) (1983-1987)",127,23,23,0.12,"  India, Chennai (Madras) (1983-1987)",164,40,40.1,0.2,"  India, Chennai (Madras) (1983-1987)",174,46.6,46.7,0.23,"  India, Chennai (Madras) (1983-1987)",187,61.9,62,0.31,"  India, Chennai (Madras) (1983-1987)",142,66.5,66.6,0.33,"  India, Chennai (Madras) (1983-1987)",134,64.1,64.2,0.32,"  India, Chennai (Madras) (1983-1987)",84,68.7,68.8,0.34,"  India, Chennai (Madras) (1983-1987)",44,47.3,47.4,0.24,"  India, Chennai (Madras) (1983-1987)",37,..,..,..,"  India, Chennai (Madras) (1983-1987)",0,..,..,..,"  India, Chennai (Madras) (1983-1987)",0,..,..,..,
Asia,"  India, Mumbai (Bombay) (1983-1987)",3079,15.8,24.6,..,"  India, Mumbai (Bombay) (1983-1987)",0,0,0,0,"  India, Mumbai (Bombay) (1983-1987)",0,0,0,0,"  India, Mumbai (Bombay) (1983-1987)",0,0,0,0,"  India, Mumbai (Bombay) (1983-1987)",1,0.1,0.1,0,"  India, Mumbai (Bombay) (1983-1987)",25,1.2,1.2,0.01,"  India, Mumbai (Bombay) (1983-1987)",89,4.5,4.5,0.02,"  India, Mumbai (Bombay) (1983-1987)",169,11.3,11.3,0.06,"  India, Mumbai (Bombay) (1983-1987)",324,24.7,24.8,0.12,"  India, Mumbai (Bombay) (1983-1987)",437,44.1,44.2,0.22,"  India, Mumbai (Bombay) (1983-1987)",439,51.4,51.5,0.26,"  India, Mumbai (Bombay) (1983-1987)",457,71.3,71.4,0.36,"  India, Mumbai (Bombay) (1983-1987)",341,81.4,81.5,0.41,"  India, Mumbai (Bombay) (1983-1987)",288,77.3,77.4,0.39,"  India, Mumbai (Bombay) (1983-1987)",237,104.7,104.8,0.52,"  India, Mumbai (Bombay) (1983-1987)",129,79.9,80,0.4,"  India, Mumbai (Bombay) (1983-1987)",139,..,..,..,"  India, Mumbai (Bombay) (1983-1987)",0,..,..,..,"  India, Mumbai (Bombay) (1983-1987)",0,..,..,..,
Asia,  Israel: Jews (1982-1986),6201,71.8,64.7,..,  Israel: Jews (1982-1986),0,0,0,0,  Israel: Jews (1982-1986),0,0,0,0,  Israel: Jews (1982-1986),1,0.1,0.1,0,  Israel: Jews (1982-1986),1,0.1,0.1,0,  Israel: Jews (1982-1986),7,1.1,1.1,0.01,  Israel: Jews (1982-1986),53,7.8,7.8,0.04,  Israel: Jews (1982-1986),196,28.3,28.3,0.14,  Israel: Jews (1982-1986),390,66.6,66.6,0.33,  Israel: Jews (1982-1986),436,110.6,110.6,0.55,  Israel: Jews (1982-1986),605,155.2,155.2,0.78,  Israel: Jews (1982-1986),660,172.5,172.5,0.86,  Israel: Jews (1982-1986),728,186.6,186.6,0.93,  Israel: Jews (1982-1986),738,202.7,202.7,1.01,  Israel: Jews (1982-1986),717,246.1,246.1,1.23,  Israel: Jews (1982-1986),798,275,275,1.37,  Israel: Jews (1982-1986),499,..,..,..,  Israel: Jews (1982-1986),256,..,..,..,  Israel: Jews (1982-1986),116,..,..,..,
Asia,  Israel: Jews born in Africa or Asia (1982-1986),1434,90.2,46.2,..,  Israel: Jews born in Africa or Asia (1982-1986),0,0,0,0,  Israel: Jews born in Africa or Asia (1982-1986),0,0,0,0,  Israel: Jews born in Africa or Asia (1982-1986),0,0,0,0,  Israel: Jews born in Africa or Asia (1982-1986),0,0,0,0,  Israel: Jews born in Africa or Asia (1982-1986),1,1.5,1.5,0.01,  Israel: Jews born in Africa or Asia (1982-1986),9,8.2,8.2,0.04,  Israel: Jews born in Africa or Asia (1982-1986),36,21.8,21.8,0.11,  Israel: Jews born in Africa or Asia (1982-1986),125,59.2,59.2,0.3,  Israel: Jews born in Africa or Asia (1982-1986),145,80.5,80.5,0.4,  Israel: Jews born in Africa or Asia (1982-1986),196,113.5,113.5,0.57,  Israel: Jews born in Africa or Asia (1982-1986),210,127.8,127.8,0.64,  Israel: Jews born in Africa or Asia (1982-1986),186,137.5,137.5,0.69,  Israel: Jews born in Africa or Asia (1982-1986),155,139,139,0.7,  Israel: Jews born in Africa or Asia (1982-1986),124,152.9,152.9,0.76,  Israel: Jews born in Africa or Asia (1982-1986),118,173.4,173.4,0.87,  Israel: Jews born in Africa or Asia (1982-1986),70,..,..,..,  Israel: Jews born in Africa or Asia (1982-1986),32,..,..,..,  Israel: Jews born in Africa or Asia (1982-1986),27,..,..,..,
Asia,  Israel: Jews born in America or Europe (1982-1986),3698,177.2,72.5,..,  Israel: Jews born in America or Europe (1982-1986),0,0,0,0,  Israel: Jews born in America or Europe (1982-1986),0,0,0,0,  Israel: Jews born in America or Europe (1982-1986),0,0,0,0,  Israel: Jews born in America or Europe (1982-1986),0,0,0,0,  Israel: Jews born in America or Europe (1982-1986),1,1.4,1.4,0.01,  Israel: Jews born in America or Europe (1982-1986),3,3.1,3.1,0.02,  Israel: Jews born in America or Europe (1982-1986),41,32.9,32.9,0.16,  Israel: Jews born in America or Europe (1982-1986),105,59.3,59.3,0.3,  Israel: Jews born in America or Europe (1982-1986),109,111.6,111.6,0.56,  Israel: Jews born in America or Europe (1982-1986),230,192.3,192.3,0.96,  Israel: Jews born in America or Europe (1982-1986),333,211.7,211.7,1.06,  Israel: Jews born in America or Europe (1982-1986),437,208.3,208.3,1.04,  Israel: Jews born in America or Europe (1982-1986),525,227.7,227.7,1.14,  Israel: Jews born in America or Europe (1982-1986),556,279.5,279.5,1.4,  Israel: Jews born in America or Europe (1982-1986),645,305.4,305.4,1.53,  Israel: Jews born in America or Europe (1982-1986),415,..,..,..,  Israel: Jews born in America or Europe (1982-1986),213,..,..,..,  Israel: Jews born in America or Europe (1982-1986),85,..,..,..,
Asia,  Israel: Jews born in Israel (1982-1986),1054,21.2,76.7,..,  Israel: Jews born in Israel (1982-1986),0,0,0,0,  Israel: Jews born in Israel (1982-1986),0,0,0,0,  Israel: Jews born in Israel (1982-1986),1,0.1,0.1,0,  Israel: Jews born in Israel (1982-1986),1,0.2,0.2,0,  Israel: Jews born in Israel (1982-1986),5,1,1,0,  Israel: Jews born in Israel (1982-1986),41,8.7,8.7,0.04,  Israel: Jews born in Israel (1982-1986),119,29.6,29.6,0.15,  Israel: Jews born in Israel (1982-1986),160,81.1,81.1,0.41,  Israel: Jews born in Israel (1982-1986),180,154.4,154.4,0.77,  Israel: Jews born in Israel (1982-1986),177,181.3,181.3,0.91,  Israel: Jews born in Israel (1982-1986),116,189.9,189.9,0.95,  Israel: Jews born in Israel (1982-1986),103,239.1,239.1,1.2,  Israel: Jews born in Israel (1982-1986),58,263.1,263.1,1.32,  Israel: Jews born in Israel (1982-1986),34,302.3,302.3,1.51,  Israel: Jews born in Israel (1982-1986),33,302.8,302.8,1.51,  Israel: Jews born in Israel (1982-1986),13,..,..,..,  Israel: Jews born in Israel (1982-1986),10,..,..,..,  Israel: Jews born in Israel (1982-1986),3,..,..,..,
Asia,  Israel: Non-Jews (1982-1986),172,9.7,17,..,  Israel: Non-Jews (1982-1986),0,0,0,0,  Israel: Non-Jews (1982-1986),0,0,0,0,  Israel: Non-Jews (1982-1986),0,0,0,0,  Israel: Non-Jews (1982-1986),0,0,0,0,  Israel: Non-Jews (1982-1986),2,1.1,1.1,0.01,  Israel: Non-Jews (1982-1986),6,4.5,4.5,0.02,  Israel: Non-Jews (1982-1986),12,11.7,11.7,0.06,  Israel: Non-Jews (1982-1986),23,28.4,28.4,0.14,  Israel: Non-Jews (1982-1986),21,31.3,31.3,0.16,  Israel: Non-Jews (1982-1986),33,58.8,58.8,0.29,  Israel: Non-Jews (1982-1986),22,47.6,47.6,0.24,  Israel: Non-Jews (1982-1986),18,48.4,48.4,0.24,  Israel: Non-Jews (1982-1986),11,39.5,39.5,0.2,  Israel: Non-Jews (1982-1986),9,46.9,46.9,0.23,  Israel: Non-Jews (1982-1986),4,24,24,0.12,  Israel: Non-Jews (1982-1986),5,..,..,..,  Israel: Non-Jews (1982-1986),5,..,..,..,  Israel: Non-Jews (1982-1986),1,..,..,..,
Asia,"  Japan, Hiroshima (1981-1985)",723,30.1,25.2,..,"  Japan, Hiroshima (1981-1985)",0,0,0,0,"  Japan, Hiroshima (1981-1985)",0,0,0,0,"  Japan, Hiroshima (1981-1985)",0,0,0,0,"  Japan, Hiroshima (1981-1985)",0,0,0,0,"  Japan, Hiroshima (1981-1985)",0,0,0,0,"  Japan, Hiroshima (1981-1985)",8,4.5,4.5,0.02,"  Japan, Hiroshima (1981-1985)",27,13,13.1,0.07,"  Japan, Hiroshima (1981-1985)",74,33.6,33.8,0.17,"  Japan, Hiroshima (1981-1985)",123,68.2,68.5,0.34,"  Japan, Hiroshima (1981-1985)",120,78.9,79.3,0.4,"  Japan, Hiroshima (1981-1985)",83,60.8,61.1,0.31,"  Japan, Hiroshima (1981-1985)",86,73.5,73.9,0.37,"  Japan, Hiroshima (1981-1985)",74,77.7,78.2,0.39,"  Japan, Hiroshima (1981-1985)",49,63.4,63.7,0.32,"  Japan, Hiroshima (1981-1985)",38,61.6,61.9,0.31,"  Japan, Hiroshima (1981-1985)",18,42.1,42.3,0.21,"  Japan, Hiroshima (1981-1985)",15,57.6,57.9,0.29,"  Japan, Hiroshima (1981-1985)",4,24.2,24.4,..,
Asia,"  Japan, Miyagi Prefecture (1983-1987)",1990,36,27.8,..,"  Japan, Miyagi Prefecture (1983-1987)",0,0,0,0,"  Japan, Miyagi Prefecture (1983-1987)",0,0,0,0,"  Japan, Miyagi Prefecture (1983-1987)",0,0,0,0,"  Japan, Miyagi Prefecture (1983-1987)",1,0.3,0.3,0,"  Japan, Miyagi Prefecture (1983-1987)",4,1.1,1.1,0.01,"  Japan, Miyagi Prefecture (1983-1987)",19,5.1,5.1,0.03,"  Japan, Miyagi Prefecture (1983-1987)",77,17.8,17.8,0.09,"  Japan, Miyagi Prefecture (1983-1987)",199,44.3,44.3,0.22,"  Japan, Miyagi Prefecture (1983-1987)",266,73.2,73.2,0.37,"  Japan, Miyagi Prefecture (1983-1987)",321,89,89,0.44,"  Japan, Miyagi Prefecture (1983-1987)",279,75.7,75.7,0.38,"  Japan, Miyagi Prefecture (1983-1987)",237,69.4,69.4,0.35,"  Japan, Miyagi Prefecture (1983-1987)",199,70.7,70.7,0.35,"  Japan, Miyagi Prefecture (1983-1987)",154,71.7,71.7,0.36,"  Japan, Miyagi Prefecture (1983-1987)",114,63.6,63.6,0.32,"  Japan, Miyagi Prefecture (1983-1987)",70,56.6,56.6,0.28,"  Japan, Miyagi Prefecture (1983-1987)",39,53.2,53.2,0.27,"  Japan, Miyagi Prefecture (1983-1987)",11,26.3,26.3,..,
