,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
Europe,"  Germany, East (former GDR) (1973-1977)",26963,59.7,37.4,..,"  Germany, East (former GDR) (1973-1977)",0,0,0,0,"  Germany, East (former GDR) (1973-1977)",0,0,0,0,"  Germany, East (former GDR) (1973-1977)",0,0,0,0,"  Germany, East (former GDR) (1973-1977)",6,0.2,0.2,0,"  Germany, East (former GDR) (1973-1977)",29,0.9,0.9,0,"  Germany, East (former GDR) (1973-1977)",123,5.2,5.2,0.03,"  Germany, East (former GDR) (1973-1977)",462,16.3,16.3,0.08,"  Germany, East (former GDR) (1973-1977)",1061,33,33,0.16,"  Germany, East (former GDR) (1973-1977)",1653,62.1,62.1,0.31,"  Germany, East (former GDR) (1973-1977)",2353,89.7,89.7,0.45,"  Germany, East (former GDR) (1973-1977)",2699,100.4,100.4,0.5,"  Germany, East (former GDR) (1973-1977)",2333,113.9,113.9,0.57,"  Germany, East (former GDR) (1973-1977)",3568,126.1,126.1,0.63,"  Germany, East (former GDR) (1973-1977)",4097,138.3,138.3,0.69,"  Germany, East (former GDR) (1973-1977)",3716,149.8,149.8,0.75,"  Germany, East (former GDR) (1973-1977)",2711,154.1,154.1,0.77,"  Germany, East (former GDR) (1973-1977)",1457,152.6,152.6,0.76,"  Germany, East (former GDR) (1973-1977)",695,154,154,..,
Europe,"  Germany, Hamburg (1973-1977)",4524,97.8,55.7,..,"  Germany, Hamburg (1973-1977)",0,0,0,0,"  Germany, Hamburg (1973-1977)",0,0,0,0,"  Germany, Hamburg (1973-1977)",0,0,0,0,"  Germany, Hamburg (1973-1977)",0,0,0,0,"  Germany, Hamburg (1973-1977)",3,1.1,1.1,0.01,"  Germany, Hamburg (1973-1977)",16,5.7,5.7,0.03,"  Germany, Hamburg (1973-1977)",81,25.2,25.2,0.13,"  Germany, Hamburg (1973-1977)",169,49.2,49.2,0.25,"  Germany, Hamburg (1973-1977)",248,93.7,93.7,0.47,"  Germany, Hamburg (1973-1977)",416,146.8,146.8,0.73,"  Germany, Hamburg (1973-1977)",505,157.2,157.2,0.79,"  Germany, Hamburg (1973-1977)",397,172.1,172.1,0.86,"  Germany, Hamburg (1973-1977)",587,178.7,178.7,0.89,"  Germany, Hamburg (1973-1977)",611,182,182,0.91,"  Germany, Hamburg (1973-1977)",606,217.7,217.7,1.09,"  Germany, Hamburg (1973-1977)",457,216.5,216.5,1.08,"  Germany, Hamburg (1973-1977)",259,205.9,205.9,1.03,"  Germany, Hamburg (1973-1977)",169,268.8,268.8,..,
Europe,"  Germany, Saarland (1973-1977)",2513,87.1,57.2,..,"  Germany, Saarland (1973-1977)",0,0,0,0,"  Germany, Saarland (1973-1977)",0,0,0,0,"  Germany, Saarland (1973-1977)",0,0,0,0,"  Germany, Saarland (1973-1977)",0,0,0,0,"  Germany, Saarland (1973-1977)",1,0.5,0.5,0,"  Germany, Saarland (1973-1977)",7,4.4,4.4,0.02,"  Germany, Saarland (1973-1977)",32,19.1,19.1,0.1,"  Germany, Saarland (1973-1977)",97,44.8,44.8,0.22,"  Germany, Saarland (1973-1977)",151,85.8,85.8,0.43,"  Germany, Saarland (1973-1977)",260,139.6,139.6,0.7,"  Germany, Saarland (1973-1977)",319,152.6,152.6,0.76,"  Germany, Saarland (1973-1977)",288,219,219,1.1,"  Germany, Saarland (1973-1977)",332,184,184,0.92,"  Germany, Saarland (1973-1977)",391,221.5,221.5,1.11,"  Germany, Saarland (1973-1977)",281,205.6,205.6,1.03,"  Germany, Saarland (1973-1977)",213,247,247,1.23,"  Germany, Saarland (1973-1977)",91,215.7,215.7,1.08,"  Germany, Saarland (1973-1977)",50,272.2,272.2,..,
Europe,"  Hungary, County Szabolcs-Szatmar (1973-1977)",403,25.8,20.6,..,"  Hungary, County Szabolcs-Szatmar (1973-1977)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1973-1977)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1973-1977)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1973-1977)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1973-1977)",2,1.6,1.6,0.01,"  Hungary, County Szabolcs-Szatmar (1973-1977)",6,5.7,5.7,0.03,"  Hungary, County Szabolcs-Szatmar (1973-1977)",4,4.4,4.4,0.02,"  Hungary, County Szabolcs-Szatmar (1973-1977)",29,30.1,30.1,0.15,"  Hungary, County Szabolcs-Szatmar (1973-1977)",35,34.6,34.6,0.17,"  Hungary, County Szabolcs-Szatmar (1973-1977)",53,51.5,51.5,0.26,"  Hungary, County Szabolcs-Szatmar (1973-1977)",60,57,57,0.28,"  Hungary, County Szabolcs-Szatmar (1973-1977)",36,62.1,62.1,0.31,"  Hungary, County Szabolcs-Szatmar (1973-1977)",56,71.1,71.1,0.36,"  Hungary, County Szabolcs-Szatmar (1973-1977)",51,75.5,75.5,0.38,"  Hungary, County Szabolcs-Szatmar (1973-1977)",30,56.8,56.8,0.28,"  Hungary, County Szabolcs-Szatmar (1973-1977)",22,60.2,60.2,0.3,"  Hungary, County Szabolcs-Szatmar (1973-1977)",15,80,80,0.4,"  Hungary, County Szabolcs-Szatmar (1973-1977)",4,47.4,47.4,..,
Europe,"  Hungary, County Vas (1973-1977)",309,43.2,29.2,..,"  Hungary, County Vas (1973-1977)",0,0,0,0,"  Hungary, County Vas (1973-1977)",0,0,0,0,"  Hungary, County Vas (1973-1977)",0,0,0,0,"  Hungary, County Vas (1973-1977)",0,0,0,0,"  Hungary, County Vas (1973-1977)",0,0,0,0,"  Hungary, County Vas (1973-1977)",2,4.1,4.1,0.02,"  Hungary, County Vas (1973-1977)",8,18,18,0.09,"  Hungary, County Vas (1973-1977)",15,35.2,35.2,0.18,"  Hungary, County Vas (1973-1977)",13,29.7,29.7,0.15,"  Hungary, County Vas (1973-1977)",39,80.9,80.9,0.4,"  Hungary, County Vas (1973-1977)",43,85,85,0.43,"  Hungary, County Vas (1973-1977)",26,80.3,80.3,0.4,"  Hungary, County Vas (1973-1977)",38,92.5,92.5,0.46,"  Hungary, County Vas (1973-1977)",47,114.3,114.3,0.57,"  Hungary, County Vas (1973-1977)",36,112.8,112.8,0.56,"  Hungary, County Vas (1973-1977)",24,106.9,106.9,0.53,"  Hungary, County Vas (1973-1977)",13,124.6,124.6,0.62,"  Hungary, County Vas (1973-1977)",5,105.3,105.3,..,
Europe,"  Italy, Varese (1976-1977)",648,80.7,57.6,..,"  Italy, Varese (1976-1977)",0,0,0,0,"  Italy, Varese (1976-1977)",0,0,0,0,"  Italy, Varese (1976-1977)",0,0,0,0,"  Italy, Varese (1976-1977)",0,0,0,0,"  Italy, Varese (1976-1977)",0,0,0,0,"  Italy, Varese (1976-1977)",4,6.9,6.9,0.03,"  Italy, Varese (1976-1977)",6,10.9,10.9,0.05,"  Italy, Varese (1976-1977)",24,40,40,0.2,"  Italy, Varese (1976-1977)",43,80.5,80.5,0.4,"  Italy, Varese (1976-1977)",82,159.1,159.1,0.8,"  Italy, Varese (1976-1977)",68,139.2,139.2,0.7,"  Italy, Varese (1976-1977)",77,210.7,210.7,1.05,"  Italy, Varese (1976-1977)",81,200.4,200.4,1,"  Italy, Varese (1976-1977)",91,222,222,1.11,"  Italy, Varese (1976-1977)",71,223,223,1.12,"  Italy, Varese (1976-1977)",101,..,..,..,"  Italy, Varese (1976-1977)",0,..,..,..,"  Italy, Varese (1976-1977)",0,..,..,..,
Europe,  Norway (1973-1977),7347,73.1,49.6,..,  Norway (1973-1977),0,0,0,0,  Norway (1973-1977),0,0,0,0,  Norway (1973-1977),0,0,0,0,  Norway (1973-1977),1,0.1,0.1,0,  Norway (1973-1977),5,0.7,0.7,0,  Norway (1973-1977),37,4.9,4.9,0.02,  Norway (1973-1977),111,18.7,18.7,0.09,  Norway (1973-1977),217,43.8,43.8,0.22,  Norway (1973-1977),375,75.8,75.8,0.38,  Norway (1973-1977),698,127.3,127.3,0.64,  Norway (1973-1977),795,124.1,124.1,0.62,  Norway (1973-1977),866,145.4,145.4,0.73,  Norway (1973-1977),977,173.3,173.3,0.87,  Norway (1973-1977),909,181.3,181.3,0.91,  Norway (1973-1977),882,206,206,1.03,  Norway (1973-1977),720,225.8,225.8,1.13,  Norway (1973-1977),489,259.8,259.8,1.3,  Norway (1973-1977),265,235.4,235.4,..,
Europe,"  Poland, Cieszyn (1973-1977)",88,24,18.9,..,"  Poland, Cieszyn (1973-1977)",0,0,0,0,"  Poland, Cieszyn (1973-1977)",0,0,0,0,"  Poland, Cieszyn (1973-1977)",0,0,0,0,"  Poland, Cieszyn (1973-1977)",0,0,0,0,"  Poland, Cieszyn (1973-1977)",0,0,0,0,"  Poland, Cieszyn (1973-1977)",0,0,0,0,"  Poland, Cieszyn (1973-1977)",0,0,0,0,"  Poland, Cieszyn (1973-1977)",5,21.7,21.7,0.11,"  Poland, Cieszyn (1973-1977)",7,30.3,30.3,0.15,"  Poland, Cieszyn (1973-1977)",14,66.6,66.6,0.33,"  Poland, Cieszyn (1973-1977)",9,38,38,0.19,"  Poland, Cieszyn (1973-1977)",6,45,45,0.22,"  Poland, Cieszyn (1973-1977)",11,58.9,58.9,0.29,"  Poland, Cieszyn (1973-1977)",13,71.9,71.9,0.36,"  Poland, Cieszyn (1973-1977)",12,117.2,117.2,0.59,"  Poland, Cieszyn (1973-1977)",8,92.4,92.4,0.46,"  Poland, Cieszyn (1973-1977)",3,65.4,65.4,0.33,"  Poland, Cieszyn (1973-1977)",0,0,0,..,
Europe,"  Poland, Cracow City (1973-1977)",794,44.3,35.2,..,"  Poland, Cracow City (1973-1977)",0,0,0,0,"  Poland, Cracow City (1973-1977)",0,0,0,0,"  Poland, Cracow City (1973-1977)",0,0,0,0,"  Poland, Cracow City (1973-1977)",0,0,0,0,"  Poland, Cracow City (1973-1977)",1,0.5,0.5,0,"  Poland, Cracow City (1973-1977)",4,1.9,1.9,0.01,"  Poland, Cracow City (1973-1977)",13,11,11,0.06,"  Poland, Cracow City (1973-1977)",21,18.3,18.3,0.09,"  Poland, Cracow City (1973-1977)",79,64.1,64.2,0.32,"  Poland, Cracow City (1973-1977)",106,88.9,89.1,0.45,"  Poland, Cracow City (1973-1977)",99,94.3,94.4,0.47,"  Poland, Cracow City (1973-1977)",80,117.7,117.8,0.59,"  Poland, Cracow City (1973-1977)",97,119.1,119.3,0.6,"  Poland, Cracow City (1973-1977)",99,129.1,129.2,0.65,"  Poland, Cracow City (1973-1977)",89,151.1,151.3,0.76,"  Poland, Cracow City (1973-1977)",53,129.9,130.1,0.65,"  Poland, Cracow City (1973-1977)",29,141.7,141.8,0.71,"  Poland, Cracow City (1973-1977)",23,182.5,182.8,..,
Europe,"  Poland, Katowice District (1973-1974)",1083,28.8,23.8,..,"  Poland, Katowice District (1973-1974)",0,0,0,0,"  Poland, Katowice District (1973-1974)",1,0.4,0.4,0,"  Poland, Katowice District (1973-1974)",0,0,0,0,"  Poland, Katowice District (1973-1974)",1,0.3,0.3,0,"  Poland, Katowice District (1973-1974)",1,0.3,0.3,0,"  Poland, Katowice District (1973-1974)",15,5.4,5.4,0.03,"  Poland, Katowice District (1973-1974)",24,8.9,8.9,0.04,"  Poland, Katowice District (1973-1974)",50,19.2,19.2,0.1,"  Poland, Katowice District (1973-1974)",100,39.1,39.1,0.2,"  Poland, Katowice District (1973-1974)",158,66.6,66.6,0.33,"  Poland, Katowice District (1973-1974)",172,84.3,84.3,0.42,"  Poland, Katowice District (1973-1974)",111,73.5,73.5,0.37,"  Poland, Katowice District (1973-1974)",160,81.8,81.8,0.41,"  Poland, Katowice District (1973-1974)",97,59.2,59.2,0.3,"  Poland, Katowice District (1973-1974)",98,78.9,78.9,0.39,"  Poland, Katowice District (1973-1974)",95,..,..,..,"  Poland, Katowice District (1973-1974)",0,..,..,..,"  Poland, Katowice District (1973-1974)",0,..,..,..,
Europe,"  Poland, Nowy Sacz Rural Areas (1973-1977)",136,25.7,23.4,..,"  Poland, Nowy Sacz Rural Areas (1973-1977)",0,0,0,0,"  Poland, Nowy Sacz Rural Areas (1973-1977)",0,0,0,0,"  Poland, Nowy Sacz Rural Areas (1973-1977)",0,0,0,0,"  Poland, Nowy Sacz Rural Areas (1973-1977)",0,0,0,0,"  Poland, Nowy Sacz Rural Areas (1973-1977)",0,0,0,0,"  Poland, Nowy Sacz Rural Areas (1973-1977)",0,0,0,0,"  Poland, Nowy Sacz Rural Areas (1973-1977)",3,11.2,11.2,0.06,"  Poland, Nowy Sacz Rural Areas (1973-1977)",5,15.6,15.6,0.08,"  Poland, Nowy Sacz Rural Areas (1973-1977)",16,50.2,50.2,0.25,"  Poland, Nowy Sacz Rural Areas (1973-1977)",21,74.1,74.1,0.37,"  Poland, Nowy Sacz Rural Areas (1973-1977)",14,55.8,55.8,0.28,"  Poland, Nowy Sacz Rural Areas (1973-1977)",13,71.7,71.7,0.36,"  Poland, Nowy Sacz Rural Areas (1973-1977)",19,77.5,77.5,0.39,"  Poland, Nowy Sacz Rural Areas (1973-1977)",11,48.8,48.8,0.24,"  Poland, Nowy Sacz Rural Areas (1973-1977)",18,107.1,107.1,0.54,"  Poland, Nowy Sacz Rural Areas (1973-1977)",16,..,..,..,"  Poland, Nowy Sacz Rural Areas (1973-1977)",0,..,..,..,"  Poland, Nowy Sacz Rural Areas (1973-1977)",0,..,..,..,
Europe,"  Poland, Warsaw City (1973-1977)",2036,53.2,36.5,..,"  Poland, Warsaw City (1973-1977)",1,0.5,0.5,0,"  Poland, Warsaw City (1973-1977)",0,0,0,0,"  Poland, Warsaw City (1973-1977)",0,0,0,0,"  Poland, Warsaw City (1973-1977)",0,0,0,0,"  Poland, Warsaw City (1973-1977)",1,0.3,0.3,0,"  Poland, Warsaw City (1973-1977)",16,4.5,4.5,0.02,"  Poland, Warsaw City (1973-1977)",37,15.6,15.6,0.08,"  Poland, Warsaw City (1973-1977)",88,31.9,31.9,0.16,"  Poland, Warsaw City (1973-1977)",176,57.5,57.5,0.29,"  Poland, Warsaw City (1973-1977)",253,84.8,84.8,0.42,"  Poland, Warsaw City (1973-1977)",269,103.4,103.4,0.52,"  Poland, Warsaw City (1973-1977)",230,146.6,146.6,0.73,"  Poland, Warsaw City (1973-1977)",220,106.5,106.5,0.53,"  Poland, Warsaw City (1973-1977)",276,136.1,136.1,0.68,"  Poland, Warsaw City (1973-1977)",197,122.6,122.6,0.61,"  Poland, Warsaw City (1973-1977)",134,129.7,129.7,0.65,"  Poland, Warsaw City (1973-1977)",93,173.6,173.6,0.87,"  Poland, Warsaw City (1973-1977)",45,130.7,130.7,..,
Europe,"  Poland, Warsaw Rural Areas (1973-1977)",284,20.5,17.7,..,"  Poland, Warsaw Rural Areas (1973-1977)",0,0,0,0,"  Poland, Warsaw Rural Areas (1973-1977)",0,0,0,0,"  Poland, Warsaw Rural Areas (1973-1977)",0,0,0,0,"  Poland, Warsaw Rural Areas (1973-1977)",0,0,0,0,"  Poland, Warsaw Rural Areas (1973-1977)",3,2.3,2.3,0.01,"  Poland, Warsaw Rural Areas (1973-1977)",3,2.9,2.9,0.01,"  Poland, Warsaw Rural Areas (1973-1977)",3,4.2,4.2,0.02,"  Poland, Warsaw Rural Areas (1973-1977)",18,23.1,23.1,0.12,"  Poland, Warsaw Rural Areas (1973-1977)",29,35.6,35.6,0.18,"  Poland, Warsaw Rural Areas (1973-1977)",39,45.2,45.2,0.23,"  Poland, Warsaw Rural Areas (1973-1977)",45,57.7,57.7,0.29,"  Poland, Warsaw Rural Areas (1973-1977)",35,61.2,61.2,0.31,"  Poland, Warsaw Rural Areas (1973-1977)",33,49.8,49.8,0.25,"  Poland, Warsaw Rural Areas (1973-1977)",34,57.1,57.1,0.29,"  Poland, Warsaw Rural Areas (1973-1977)",18,39.1,39.1,0.2,"  Poland, Warsaw Rural Areas (1973-1977)",12,41.7,41.7,0.21,"  Poland, Warsaw Rural Areas (1973-1977)",6,34.1,34.1,0.17,"  Poland, Warsaw Rural Areas (1973-1977)",6,75.4,75.4,..,
Europe,"  Romania, County Cluj (1974-1978)",681,37.9,30.1,..,"  Romania, County Cluj (1974-1978)",0,0,0,0,"  Romania, County Cluj (1974-1978)",0,0,0,0,"  Romania, County Cluj (1974-1978)",0,0,0,0,"  Romania, County Cluj (1974-1978)",0,0,0,0,"  Romania, County Cluj (1974-1978)",0,0,0,0,"  Romania, County Cluj (1974-1978)",4,3.1,3.1,0.02,"  Romania, County Cluj (1974-1978)",10,8.9,8.9,0.04,"  Romania, County Cluj (1974-1978)",20,16.2,16.2,0.08,"  Romania, County Cluj (1974-1978)",47,38.6,38.6,0.19,"  Romania, County Cluj (1974-1978)",88,72.7,72.7,0.36,"  Romania, County Cluj (1974-1978)",99,86.6,86.6,0.43,"  Romania, County Cluj (1974-1978)",96,120.4,120.4,0.6,"  Romania, County Cluj (1974-1978)",71,93.1,93.1,0.47,"  Romania, County Cluj (1974-1978)",90,115.4,115.4,0.58,"  Romania, County Cluj (1974-1978)",77,145,145,0.72,"  Romania, County Cluj (1974-1978)",47,143.3,143.3,0.72,"  Romania, County Cluj (1974-1978)",19,119.6,119.6,0.6,"  Romania, County Cluj (1974-1978)",13,81.9,81.9,..,
Europe,  Slovakia (1973-1977),1906,37.8,30.3,..,  Slovakia (1973-1977),1,0.2,0.2,0,  Slovakia (1973-1977),0,0,0,0,  Slovakia (1973-1977),1,0.3,0.3,0,  Slovakia (1973-1977),1,0.2,0.2,0,  Slovakia (1973-1977),4,0.9,0.9,0,  Slovakia (1973-1977),15,3.8,3.8,0.02,  Slovakia (1973-1977),50,15.7,15.7,0.08,  Slovakia (1973-1977),82,28.8,28.8,0.14,  Slovakia (1973-1977),138,46.4,46.4,0.23,  Slovakia (1973-1977),261,82.2,82.2,0.41,  Slovakia (1973-1977),275,83.9,83.9,0.42,  Slovakia (1973-1977),178,95.3,95.3,0.48,  Slovakia (1973-1977),264,106,106,0.53,  Slovakia (1973-1977),216,94.9,94.9,0.47,  Slovakia (1973-1977),209,118,118,0.59,  Slovakia (1973-1977),128,106.6,106.6,0.53,  Slovakia (1973-1977),61,104.6,104.6,0.52,  Slovakia (1973-1977),22,81.5,81.5,..,
Europe,  Slovenia (1973-1976),1645,44.4,34.2,..,  Slovenia (1973-1976),0,0,0,0,  Slovenia (1973-1976),0,0,0,0,  Slovenia (1973-1976),0,0,0,0,  Slovenia (1973-1976),0,0,0,0,  Slovenia (1973-1976),6,2,2,0.01,  Slovenia (1973-1976),7,2.7,2.7,0.01,  Slovenia (1973-1976),39,15.9,15.9,0.08,  Slovenia (1973-1976),97,39.5,39.5,0.2,  Slovenia (1973-1976),181,69,69,0.34,  Slovenia (1973-1976),218,85.1,85.1,0.43,  Slovenia (1973-1976),220,98.2,98.2,0.49,  Slovenia (1973-1976),133,96,96.1,0.48,  Slovenia (1973-1976),220,113.5,113.6,0.57,  Slovenia (1973-1976),184,106.4,106.4,0.53,  Slovenia (1973-1976),163,115.7,115.8,0.58,  Slovenia (1973-1976),94,108.7,108.7,0.54,  Slovenia (1973-1976),82,..,..,..,  Slovenia (1973-1976),0,..,..,..,
Europe,"  Spain, Navarra (1973-1977)",581,47.7,38.2,..,"  Spain, Navarra (1973-1977)",0,0,0,0,"  Spain, Navarra (1973-1977)",0,0,0,0,"  Spain, Navarra (1973-1977)",0,0,0,0,"  Spain, Navarra (1973-1977)",0,0,0,0,"  Spain, Navarra (1973-1977)",1,1.1,1.1,0.01,"  Spain, Navarra (1973-1977)",10,11.9,12,0.06,"  Spain, Navarra (1973-1977)",21,28.1,28.4,0.14,"  Spain, Navarra (1973-1977)",21,32.7,33,0.16,"  Spain, Navarra (1973-1977)",50,68,68.6,0.34,"  Spain, Navarra (1973-1977)",73,96.3,97.1,0.49,"  Spain, Navarra (1973-1977)",62,85.6,86.4,0.43,"  Spain, Navarra (1973-1977)",97,155.4,156.8,0.78,"  Spain, Navarra (1973-1977)",74,124.6,125.7,0.63,"  Spain, Navarra (1973-1977)",56,107.7,108.7,0.54,"  Spain, Navarra (1973-1977)",48,113.8,114.8,0.57,"  Spain, Navarra (1973-1977)",31,103.3,104.2,0.52,"  Spain, Navarra (1973-1977)",16,99.4,100.3,0.5,"  Spain, Navarra (1973-1977)",16,151.6,152.9,..,
Europe,"  Spain, Zaragoza (1973-1977)",1012,50,36.5,..,"  Spain, Zaragoza (1973-1977)",0,0,0,0,"  Spain, Zaragoza (1973-1977)",0,0,0,0,"  Spain, Zaragoza (1973-1977)",0,0,0,0,"  Spain, Zaragoza (1973-1977)",0,0,0,0,"  Spain, Zaragoza (1973-1977)",1,0.7,0.8,0,"  Spain, Zaragoza (1973-1977)",3,2.2,2.3,0.01,"  Spain, Zaragoza (1973-1977)",27,21.7,22.4,0.11,"  Spain, Zaragoza (1973-1977)",63,55.5,57.2,0.29,"  Spain, Zaragoza (1973-1977)",97,71.2,73.4,0.37,"  Spain, Zaragoza (1973-1977)",109,78.7,81.2,0.41,"  Spain, Zaragoza (1973-1977)",131,97.5,100.6,0.5,"  Spain, Zaragoza (1973-1977)",122,105.9,109.2,0.55,"  Spain, Zaragoza (1973-1977)",117,111.8,115.3,0.58,"  Spain, Zaragoza (1973-1977)",105,111.4,115,0.57,"  Spain, Zaragoza (1973-1977)",88,114.7,118.3,0.59,"  Spain, Zaragoza (1973-1977)",67,126.4,130.4,0.65,"  Spain, Zaragoza (1973-1977)",34,114.8,118.4,0.59,"  Spain, Zaragoza (1973-1977)",17,90.7,93.6,..,
Europe,  Sweden (1971-1975),18048,88.3,55.2,..,  Sweden (1971-1975),0,0,0,0,  Sweden (1971-1975),0,0,0,0,  Sweden (1971-1975),0,0,0,0,  Sweden (1971-1975),1,0.1,0.1,0,  Sweden (1971-1975),10,0.7,0.7,0,  Sweden (1971-1975),83,5.1,5.1,0.03,  Sweden (1971-1975),217,16.5,16.5,0.08,  Sweden (1971-1975),436,39,39,0.2,  Sweden (1971-1975),908,80.4,80.4,0.4,  Sweden (1971-1975),1726,140.7,140.7,0.7,  Sweden (1971-1975),1890,142,142,0.71,  Sweden (1971-1975),1959,156.5,156.5,0.78,  Sweden (1971-1975),2274,183.7,183.7,0.92,  Sweden (1971-1975),2341,211.6,211.6,1.06,  Sweden (1971-1975),2139,236.1,236.1,1.18,  Sweden (1971-1975),1937,296.4,296.4,1.48,  Sweden (1971-1975),1303,329.8,329.8,1.65,  Sweden (1971-1975),824,348.5,348.5,..,
Europe,"  Switzerland, Geneva (1973-1977)",1021,114.3,76.1,..,"  Switzerland, Geneva (1973-1977)",0,0,0,0,"  Switzerland, Geneva (1973-1977)",0,0,0,0,"  Switzerland, Geneva (1973-1977)",0,0,0,0,"  Switzerland, Geneva (1973-1977)",0,0,0,0,"  Switzerland, Geneva (1973-1977)",0,0,0,0,"  Switzerland, Geneva (1973-1977)",6,7.7,7.7,0.04,"  Switzerland, Geneva (1973-1977)",21,26.1,26.1,0.13,"  Switzerland, Geneva (1973-1977)",35,52.1,52.1,0.26,"  Switzerland, Geneva (1973-1977)",78,123.5,123.5,0.62,"  Switzerland, Geneva (1973-1977)",112,189.4,189.4,0.95,"  Switzerland, Geneva (1973-1977)",117,216.8,216.8,1.08,"  Switzerland, Geneva (1973-1977)",89,219.8,219.8,1.1,"  Switzerland, Geneva (1973-1977)",97,225.8,225.8,1.13,"  Switzerland, Geneva (1973-1977)",112,264.8,264.8,1.32,"  Switzerland, Geneva (1973-1977)",119,328.6,328.6,1.64,"  Switzerland, Geneva (1973-1977)",103,375.6,375.6,1.88,"  Switzerland, Geneva (1973-1977)",68,390.5,390.5,1.95,"  Switzerland, Geneva (1973-1977)",64,618.7,618.7,..,
Europe,"  Switzerland, Neuchatel (1974-1976)",258,102.6,61.5,..,"  Switzerland, Neuchatel (1974-1976)",0,0,0,0,"  Switzerland, Neuchatel (1974-1976)",0,0,0,0,"  Switzerland, Neuchatel (1974-1976)",0,0,0,0,"  Switzerland, Neuchatel (1974-1976)",0,0,0,0,"  Switzerland, Neuchatel (1974-1976)",0,0,0,0,"  Switzerland, Neuchatel (1974-1976)",1,5.2,5.2,0.03,"  Switzerland, Neuchatel (1974-1976)",3,16.1,16.1,0.08,"  Switzerland, Neuchatel (1974-1976)",5,31.8,31.8,0.16,"  Switzerland, Neuchatel (1974-1976)",14,87.8,87.8,0.44,"  Switzerland, Neuchatel (1974-1976)",23,141.1,141.1,0.71,"  Switzerland, Neuchatel (1974-1976)",24,152,152,0.76,"  Switzerland, Neuchatel (1974-1976)",19,139.3,139.3,0.7,"  Switzerland, Neuchatel (1974-1976)",33,264.5,264.5,1.32,"  Switzerland, Neuchatel (1974-1976)",30,232,232,1.16,"  Switzerland, Neuchatel (1974-1976)",34,312.6,312.6,1.56,"  Switzerland, Neuchatel (1974-1976)",28,317.1,317.1,1.59,"  Switzerland, Neuchatel (1974-1976)",35,625.6,625.6,3.13,"  Switzerland, Neuchatel (1974-1976)",9,235.1,235.1,..,
Europe,"  Switzerland, Vaud (1975-1977)",903,111,68.6,..,"  Switzerland, Vaud (1975-1977)",0,0,0,0,"  Switzerland, Vaud (1975-1977)",0,0,0,0,"  Switzerland, Vaud (1975-1977)",0,0,0,0,"  Switzerland, Vaud (1975-1977)",0,0,0,0,"  Switzerland, Vaud (1975-1977)",0,0,0,0,"  Switzerland, Vaud (1975-1977)",7,10.8,10.8,0.05,"  Switzerland, Vaud (1975-1977)",11,16.9,16.9,0.08,"  Switzerland, Vaud (1975-1977)",27,48.4,48.4,0.24,"  Switzerland, Vaud (1975-1977)",40,76.7,76.7,0.38,"  Switzerland, Vaud (1975-1977)",71,142.3,142.3,0.71,"  Switzerland, Vaud (1975-1977)",95,192.6,192.6,0.96,"  Switzerland, Vaud (1975-1977)",86,202.7,202.7,1.01,"  Switzerland, Vaud (1975-1977)",94,224.5,224.5,1.12,"  Switzerland, Vaud (1975-1977)",134,326.7,326.7,1.63,"  Switzerland, Vaud (1975-1977)",99,279.1,279.1,1.4,"  Switzerland, Vaud (1975-1977)",111,415.1,415.1,2.08,"  Switzerland, Vaud (1975-1977)",76,461.5,461.5,2.31,"  Switzerland, Vaud (1975-1977)",52,427.5,427.5,..,
